,dim_1,dim_2,word,prediction,epoch
828,-0.9075922,-0.8710715,killing,positive,8
829,0.52298105,0.5205182,period,positive,8
830,0.5050164,0.53721374,paul,positive,8
831,0.1354185,0.11218198,difficult,positive,8
832,-0.016878102,-0.058033433,dog,positive,8
833,-0.31860837,-0.36899894,reviews,positive,8
834,0.41815558,0.33986968,particular,positive,8
835,-1.0556567,-1.0573399,sit,positive,8
836,-0.021485673,0.028371735,whos,positive,8
837,-2.0659378,-2.0832658,weak,negative,8
838,-0.4987143,-0.43533078,figure,positive,8
839,0.16626148,0.2152907,eventually,positive,8
840,-0.2326715,-0.18589605,wait,positive,8
841,-0.74751586,-0.80392396,material,positive,8
842,0.35053176,0.317178,tom,positive,8
843,0.34787717,0.27672464,learn,positive,8
844,1.3524474,1.2674053,atmosphere,positive,8
845,0.07196642,0.09609315,leaves,positive,8
846,-0.80833185,-0.79587126,decided,positive,8
847,-3.497727,-3.4980626,poorly,negative,8
848,-1.5956486,-1.5739943,premise,negative,8
849,-0.6527573,-0.66153365,possibly,positive,8
850,0.68551457,0.7062806,crime,positive,8
851,1.6433038,1.693033,believable,positive,8
852,0.6874014,0.65628624,york,positive,8
853,-0.10395545,-0.16610055,expected,positive,8
854,0.195263,0.18490677,red,positive,8
855,0.66110814,0.62515277,follow,positive,8
856,-3.2444863,-3.1851914,lame,negative,8
857,-0.33342153,-0.28368542,fast,positive,8
858,1.177674,1.1947993,emotional,positive,8
859,0.25978112,0.26467028,indeed,positive,8
860,0.0026872975,0.03665617,became,positive,8
861,-1.1189488,-1.1067184,whatever,positive,8
862,0.4593612,0.47042435,romance,positive,8
863,-1.084381,-1.0420024,forced,positive,8
864,0.5616803,0.5034745,dance,positive,8
865,0.42947572,0.34285516,interested,positive,8
866,0.4178216,0.40754503,eye,positive,8
867,0.68698436,0.7144218,situation,positive,8
868,-0.6065904,-0.5641553,begin,positive,8
869,0.4596867,0.39453852,meet,positive,8
870,0.5080501,0.41323167,truth,positive,8
871,-0.6744347,-0.6456549,scifi,positive,8
872,0.6481168,0.57429564,deep,positive,8
873,-0.4080738,-0.4051012,needed,positive,8
874,-2.3568997,-2.348928,unless,negative,8
875,0.21798213,0.17729078,stand,positive,8
876,-1.2697039,-1.2935847,write,negative,8
877,1.1447709,1.1793339,memorable,positive,8
878,-0.6437831,-0.69284666,shame,positive,8
879,0.06100747,0.09823702,question,positive,8
880,0.3242558,0.3254797,note,positive,8
881,1.32622,1.3664315,oscar,positive,8
882,-0.55542606,-0.47583556,gay,positive,8
883,-1.1911986,-1.226919,otherwise,negative,8
884,-0.76492524,-0.6928242,average,positive,8
885,-0.38122845,-0.30930233,third,positive,8
886,1.0080249,1.0176289,keeps,positive,8
887,0.07212402,0.026302766,doctor,positive,8
888,-1.0542415,-1.0302385,writers,positive,8
889,-0.7165757,-0.69492036,credits,positive,8
890,0.13683893,0.122041166,crew,positive,8
891,3.1019263,3.0636644,superb,positive,8
892,0.13603278,0.15051839,previous,positive,8
893,-0.75841236,-0.7876154,imdb,positive,8
894,0.5277928,0.4727283,western,positive,8
895,0.7539868,0.75974005,meets,positive,8
896,0.4640157,0.4704522,open,positive,8
897,-0.7151845,-0.7136647,nor,positive,8
898,1.5727338,1.5658587,beauty,positive,8
899,-0.91662854,-0.88797605,minute,positive,8
900,-0.92963094,-0.93194866,filmmakers,positive,8
901,0.20302247,0.119903654,towards,positive,8
902,0.7282992,0.71178114,nature,positive,8
903,-1.0156748,-0.9821858,footage,positive,8
904,-1.758372,-1.7319361,total,negative,8
905,1.1751695,1.1299703,season,positive,8
906,-0.4411887,-0.4517327,sexual,positive,8
907,-0.08693453,-0.014465604,reading,positive,8
908,-0.28444284,-0.24912167,island,positive,8
909,-2.6057534,-2.6573248,badly,negative,8
910,1.0736654,1.047992,personal,positive,8
911,0.109409094,0.15150334,features,positive,8
912,-0.6512395,-0.66375667,sounds,positive,8
913,-0.0027230056,0.060704954,hands,positive,8
914,-0.75054914,-0.7433082,box,positive,8
915,0.12456682,0.1164451,whom,positive,8
916,-0.5093858,-0.5079338,quickly,positive,8
917,-0.9217534,-0.95063275,cheesy,positive,8
918,0.68944895,0.6885018,inside,positive,8
919,-0.7287824,-0.70627916,incredibly,positive,8
920,0.20878646,0.1906015,street,positive,8
921,0.6109034,0.5854465,copy,positive,8
922,0.45435706,0.44246137,de,positive,8
923,-0.24230722,-0.17505789,worked,positive,8
924,0.43386987,0.44980362,comment,positive,8
925,-1.0856227,-1.0989059,result,positive,8
926,-0.6372434,-0.58315253,male,positive,8
927,-0.06335747,-0.054395795,earlier,positive,8
928,0.14017944,0.17387038,effect,positive,8
929,0.10369965,0.1179439,realize,positive,8
930,1.124273,1.1590949,brings,positive,8
931,-0.8243867,-0.877492,screenplay,positive,8
932,0.31402493,0.31862083,america,positive,8
933,-0.30400068,-0.24270597,20,positive,8
934,1.9854403,1.9237616,perfectly,positive,8
935,-0.018732226,-0.039139315,plus,positive,8
936,2.1622841,2.094685,unique,positive,8
937,1.9413671,1.9889619,masterpiece,positive,8
938,-0.081002265,-0.14395748,hot,positive,8
939,-0.44248182,-0.44603312,b,positive,8
940,0.69227004,0.7798096,battle,positive,8
941,0.12530155,0.13487071,stage,positive,8
942,0.20027648,0.21662413,background,positive,8
943,0.05494504,0.07603676,setting,positive,8
944,-0.046547543,-0.03345318,various,positive,8
945,0.72611225,0.73159474,older,positive,8
946,-0.34915403,-0.31207147,weird,positive,8
947,0.8768642,0.84731174,society,positive,8
948,-0.16461805,-0.15103833,ask,positive,8
949,-0.5704978,-0.47813523,free,positive,8
950,0.5101495,0.5563472,japanese,positive,8
951,0.9673444,0.9670636,plenty,positive,8
952,-0.022265201,-0.005513953,laughs,positive,8
953,-0.16516098,-0.18275139,fairly,positive,8
954,-0.40835667,-0.43334654,lee,positive,8
955,-2.9081306,-2.877052,fails,negative,8
956,0.39080912,0.39829177,crazy,positive,8
957,-0.381897,-0.38289165,appear,positive,8
958,-0.21576554,-0.23000704,air,positive,8
959,1.819318,1.8723109,powerful,positive,8
960,0.1394348,0.16580229,mark,positive,8
961,-0.19814426,-0.22897777,leading,positive,8
962,-0.050495114,-0.053842437,admit,positive,8
963,-0.8202488,-0.85803443,forward,positive,8
964,-0.5458494,-0.46744204,directing,positive,8
965,-0.9173508,-0.92974335,spent,positive,8
966,0.5851903,0.56621325,dramatic,positive,8
967,-0.019872919,-0.05236338,acted,positive,8
968,0.7080131,0.63362324,following,positive,8
969,-0.14153151,-0.12446407,apart,positive,8
970,-0.07325968,-0.041086722,outside,positive,8
971,-0.8237094,-0.90990555,remake,positive,8
972,0.61937886,0.58258116,return,positive,8
973,-0.31855658,-0.32520247,front,positive,8
974,-1.1832644,-1.0974798,attempts,positive,8
975,0.23268078,0.24792285,business,positive,8
976,0.16786002,0.17858954,joe,positive,8
977,-0.17295466,-0.09581374,la,positive,8
978,0.2908794,0.22713086,portrayed,positive,8
979,-0.47768548,-0.4255013,meant,positive,8
980,0.2318029,0.2405606,william,positive,8
981,0.080517866,0.13284548,manages,positive,8
982,-0.08170419,-0.0036124485,large,positive,8
983,1.1415919,1.1440437,deserves,positive,8
984,0.03153759,0.06693451,create,positive,8
985,-2.6992114,-2.7791758,mess,negative,8
986,-0.51340497,-0.51080173,development,positive,8
987,-0.333531,-0.3477266,pay,positive,8
988,-0.3141244,-0.27031356,fire,positive,8
989,0.44201753,0.50435024,success,positive,8
990,-3.0353396,-3.0838208,wasted,negative,8
991,0.2802225,0.22462234,70s,positive,8
992,0.3795314,0.43328506,rich,positive,8
993,-0.7420909,-0.74214154,ideas,positive,8
994,0.31607923,0.28931418,expecting,positive,8
995,0.36903274,0.44969496,creepy,positive,8
996,0.61895627,0.71073306,bill,positive,8
997,-0.6908644,-0.6445441,missing,positive,8
998,1.2842332,1.288295,unlike,positive,8
999,0.81816375,0.81331736,caught,positive,8
0,-0.011378975,0.034090646,,positive,9
1,-0.048134506,-0.07358959,[UNK],positive,9
2,0.020186141,0.02532129,the,positive,9
3,-0.03213895,-0.050880782,a,positive,9
4,0.6088763,0.5977835,and,positive,9
5,0.11551348,0.12712756,of,positive,9
6,-0.14065793,-0.2277976,to,positive,9
7,0.26377147,0.21878086,is,positive,9
8,0.24764414,0.28720593,in,positive,9
9,0.6371611,0.6360155,it,positive,9
10,0.2475635,0.23400666,i,positive,9
11,-0.42752156,-0.37849674,this,positive,9
12,-0.00049098226,0.06694664,that,positive,9
13,-0.08167647,-0.10344753,br,positive,9
14,-0.3783664,-0.3874297,was,positive,9
15,0.35451254,0.3156087,as,positive,9
16,0.016151221,0.06348846,for,positive,9
17,0.02985427,0.11155738,with,positive,9
18,-0.2101881,-0.13582775,movie,positive,9
19,-0.0622833,-0.03217304,but,positive,9
20,0.2613092,0.22982498,film,positive,9
21,-0.043290626,-0.058987003,on,positive,9
22,-0.51940477,-0.46743605,not,positive,9
23,0.98398024,0.98048264,you,positive,9
24,-0.19189203,-0.113126926,are,positive,9
25,0.27727526,0.29338422,his,positive,9
26,-0.60451627,-0.60408705,have,positive,9
27,-0.37493274,-0.3660676,be,positive,9
28,0.2577347,0.3022405,he,positive,9
29,0.11180013,0.16143575,one,positive,9
30,0.6910265,0.6467524,its,positive,9
31,-0.2375168,-0.19344524,at,positive,9
32,-0.12131561,-0.08267788,all,positive,9
33,0.011062999,-0.040064264,by,positive,9
34,-0.0918904,-0.13157979,an,positive,9
35,-0.34090477,-0.35737833,they,positive,9
36,0.14107206,0.18070954,from,positive,9
37,0.28778115,0.31134024,who,positive,9
38,-0.18858947,-0.19150552,so,positive,9
39,-0.40675056,-0.41497993,like,positive,9
40,-0.40756008,-0.40390813,or,positive,9
41,-1.0447805,-1.009331,just,positive,9
42,0.12886138,0.16028242,her,positive,9
43,0.13746558,0.15204646,about,positive,9
44,-0.49167395,-0.5079544,if,positive,9
45,0.37344483,0.3344734,has,positive,9
46,-0.026867023,-0.06820761,out,positive,9
47,-0.26883078,-0.24105665,some,positive,9
48,-0.27533925,-0.30313733,there,positive,9
49,0.34948787,0.29302162,what,positive,9
50,0.777884,0.8489296,good,positive,9
51,0.394337,0.37056348,when,positive,9
52,0.9910636,0.9919327,very,positive,9
53,0.84162045,0.8205416,more,positive,9
54,0.6660486,0.6815006,my,positive,9
55,-1.691714,-1.6993423,even,positive,9
56,-1.5963315,-1.5813117,no,positive,9
57,-0.66661745,-0.6834556,would,positive,9
58,-0.54294777,-0.4992987,up,positive,9
59,0.21512595,0.18038782,she,positive,9
60,0.4513155,0.37725058,time,positive,9
61,-0.091348924,-0.05765071,which,positive,9
62,-1.3974946,-1.3812615,only,positive,9
63,0.08074375,0.14406757,really,positive,9
64,0.7904308,0.85219103,see,positive,9
65,0.49485007,0.48905858,their,positive,9
66,-0.4379569,-0.40062413,were,positive,9
67,-0.2942567,-0.3593456,had,positive,9
68,0.58466655,0.52172095,story,positive,9
69,0.30263734,0.28418466,can,positive,9
70,0.2832178,0.30410373,me,positive,9
71,-0.21918215,-0.20176771,than,positive,9
72,-0.44831043,-0.4621635,much,positive,9
73,0.25813833,0.21880007,we,positive,9
74,1.4251466,1.4819329,well,positive,9
75,-0.7635812,-0.8044874,been,positive,9
76,0.10671031,0.13528582,get,positive,9
77,1.1276257,1.1644015,will,positive,9
78,1.4539374,1.395776,also,positive,9
79,-0.22411697,-0.21118508,into,positive,9
80,3.6649556,3.6655064,great,positive,9
81,-4.074644,-4.05908,bad,negative,9
82,-0.8262598,-0.8087965,do,positive,9
83,-0.14095236,-0.20190261,because,positive,9
84,0.5509747,0.50526136,other,positive,9
85,0.3503304,0.409138,people,positive,9
86,-0.010412632,-0.08594292,how,positive,9
87,0.86026746,0.83894604,most,positive,9
88,0.5191124,0.50813115,first,positive,9
89,-0.7803526,-0.7701409,dont,positive,9
90,0.4123259,0.39493442,him,positive,9
91,-0.8954994,-0.82449657,then,positive,9
92,0.11603353,0.057806056,movies,positive,9
93,-0.4135247,-0.39688683,made,positive,9
94,0.17539926,0.2260759,films,positive,9
95,-1.020119,-1.0277439,make,positive,9
96,-0.17858137,-0.13394135,them,positive,9
97,-0.82214,-0.78462905,could,positive,9
98,-1.4473828,-1.3892539,any,positive,9
99,0.15568787,0.23659423,way,positive,9
100,-0.7125287,-0.70694417,too,positive,9
101,-0.2710301,-0.29406944,characters,positive,9
102,-0.12862833,-0.13215916,after,positive,9
103,0.9297381,0.9278697,think,positive,9
104,0.27239564,0.2952807,watch,positive,9
105,0.73194396,0.81751984,many,positive,9
106,0.6564479,0.6806188,seen,positive,9
107,0.22802103,0.21696745,two,positive,9
108,-0.023167495,-0.03456006,being,positive,9
109,-0.1835158,-0.25121176,character,positive,9
110,-0.1399364,-0.1562309,never,positive,9
111,2.0465276,2.0092938,love,positive,9
112,-1.8095999,-1.7462183,acting,positive,9
113,-0.23627092,-0.22060157,where,positive,9
114,2.8434992,2.8542314,best,positive,9
115,0.31756768,0.3217362,know,positive,9
116,-1.8084545,-1.7514198,plot,positive,9
117,0.3461114,0.36722332,little,positive,9
118,-0.32185534,-0.35767862,did,positive,9
119,0.35590497,0.39570954,show,positive,9
120,1.3181825,1.2589076,life,positive,9
121,-0.228437,-0.20237647,ever,positive,9
122,-0.3610897,-0.43525702,your,positive,9
123,-0.276006,-0.24213086,does,positive,9
124,-0.842904,-0.8365659,better,positive,9
125,-1.2674972,-1.2083861,off,positive,9
126,1.631564,1.6061893,still,positive,9
127,-0.5269097,-0.5204935,over,positive,9
128,0.09675773,0.1171895,say,positive,9
129,-0.2539849,-0.32353112,these,positive,9
130,0.01934285,0.059428886,end,positive,9
131,-0.47238863,-0.48970968,scene,positive,9
132,-1.60682,-1.5966921,why,positive,9
133,0.44361356,0.42798877,man,positive,9
134,0.43302488,0.4279928,while,positive,9
135,-0.39103514,-0.40065205,scenes,positive,9
136,-0.5771819,-0.5752426,here,positive,9
137,-0.2270674,-0.14730805,such,positive,9
138,-0.6183525,-0.5746152,something,positive,9
139,-0.5097969,-0.43915507,through,positive,9
140,-0.98381066,-0.9394315,should,positive,9
141,0.14778663,0.114946485,go,positive,9
142,-0.62617046,-0.5541478,im,positive,9
143,0.84567976,0.8422218,those,positive,9
144,0.5986865,0.6514164,back,positive,9
145,0.7102485,0.68910974,real,positive,9
146,-1.1311055,-1.1107532,watching,positive,9
147,-0.8782264,-0.8525638,doesnt,positive,9
148,0.3834939,0.44005376,now,positive,9
149,-1.4048088,-1.3605806,thing,positive,9
150,-0.8594912,-0.8121535,actors,positive,9
151,1.3331074,1.3433601,years,positive,9
152,-0.7321328,-0.66193837,didnt,positive,9
153,0.799876,0.7014528,though,positive,9
154,-0.96079975,-0.9269492,actually,positive,9
155,-0.51854897,-0.54173434,another,positive,9
156,0.26143563,0.2433064,before,positive,9
157,0.25997823,0.24233732,funny,positive,9
158,0.94425446,0.97263813,makes,positive,9
159,-2.9838738,-2.9703763,nothing,negative,9
160,0.57226574,0.5612399,find,positive,9
161,-0.5056815,-0.4474882,look,positive,9
162,0.2129385,0.28307906,work,positive,9
163,-0.15222713,-0.15552105,going,positive,9
164,-0.42181104,-0.41200098,few,positive,9
165,0.6567436,0.6494243,new,positive,9
166,-0.14718029,-0.16129364,every,positive,9
167,0.9316049,0.98683685,lot,positive,9
168,-0.28692558,-0.26297507,same,positive,9
169,-0.3648572,-0.36551875,old,positive,9
170,-0.021367896,-0.046395585,part,positive,9
171,0.991832,1.0122691,us,positive,9
172,-0.91675645,-0.9215019,cant,positive,9
173,-0.9317567,-0.97693056,director,positive,9
174,-0.44134933,-0.4538371,thats,positive,9
175,0.88599455,0.8707444,again,positive,9
176,0.727053,0.74016106,quite,positive,9
177,0.5319278,0.4717719,things,positive,9
178,-0.96161187,-0.9538682,pretty,positive,9
179,-0.47111136,-0.51434207,want,positive,9
180,0.18910682,0.11348412,cast,positive,9
181,-1.1732262,-1.162229,seems,positive,9
182,-0.68574584,-0.65456057,around,positive,9
183,0.8165856,0.7853079,young,positive,9
184,-0.1012031,-0.03871213,got,positive,9
185,-0.56431866,-0.57771176,however,positive,9
186,-0.43768778,-0.37681192,fact,positive,9
187,-0.42989224,-0.45017165,down,positive,9
188,1.4283321,1.4102316,world,positive,9
189,-0.103917114,-0.13973908,take,positive,9
190,1.2353692,1.2851955,both,positive,9
191,0.27069232,0.26549792,ive,positive,9
192,-0.41475993,-0.4538104,horror,positive,9
193,-0.9419607,-0.95621455,enough,positive,9
194,-0.08308802,-0.102631055,big,positive,9
195,-0.11424946,-0.1985471,give,positive,9
196,0.19746938,0.21574126,thought,positive,9
197,1.0618881,1.1115531,may,positive,9
198,1.017194,0.9617224,own,positive,9
199,0.175144,0.15031971,between,positive,9
200,0.39872694,0.4709513,without,positive,9
201,0.020290386,-0.016700212,long,positive,9
202,1.7794254,1.743649,always,positive,9
203,-1.1865634,-1.1535916,original,positive,9
204,-0.83260894,-0.8435059,isnt,positive,9
205,0.8359187,0.7738302,saw,positive,9
206,-0.013297105,-0.0121888565,almost,positive,9
207,1.2334393,1.216425,music,positive,9
208,1.2446953,1.2264326,series,positive,9
209,-0.40907648,-0.39870042,gets,positive,9
210,0.5963988,0.6505247,right,positive,9
211,-0.67405474,-0.6477269,theres,positive,9
212,0.50857925,0.54130375,must,positive,9
213,0.53874075,0.55305207,comedy,positive,9
214,0.024612483,0.09303115,come,positive,9
215,-0.43268794,-0.421446,whole,positive,9
216,0.8562617,0.86453056,times,positive,9
217,-1.1071429,-1.1358864,interesting,positive,9
218,-1.5565885,-1.575715,least,positive,9
219,0.33465385,0.3434126,role,positive,9
220,0.4068684,0.3547176,action,positive,9
221,-0.93517196,-0.8917324,guy,positive,9
222,-1.1649044,-1.1795228,point,positive,9
223,0.34342596,0.27710158,done,positive,9
224,1.4018428,1.3426808,bit,positive,9
225,-0.88664913,-0.88156044,might,positive,9
226,-0.2431564,-0.26273116,hes,positive,9
227,-1.018881,-1.0510414,far,positive,9
228,-0.5273982,-0.6232669,am,positive,9
229,-2.7188578,-2.732355,minutes,negative,9
230,-2.6991737,-2.713388,script,negative,9
231,0.44127095,0.45695302,since,positive,9
232,0.862792,0.87426746,family,positive,9
233,0.56672704,0.5916795,last,positive,9
234,-1.2586488,-1.2282487,anything,positive,9
235,0.75132346,0.76936716,feel,positive,9
236,0.12021384,0.12051978,probably,positive,9
237,-0.5544351,-0.55797374,kind,positive,9
238,1.3740454,1.4023077,performance,positive,9
239,-6.114273,-6.06584,worst,negative,9
240,0.62790054,0.6535172,yet,positive,9
241,0.17099765,0.2101085,tv,positive,9
242,-0.62740076,-0.64413923,rather,positive,9
243,-0.62271047,-0.5637491,away,positive,9
244,0.15061839,0.17705137,anyone,positive,9
245,0.4827439,0.4757669,sure,positive,9
246,0.998748,1.035655,each,positive,9
247,1.006365,0.9524218,played,positive,9
248,-0.039155632,0.0025508348,found,positive,9
249,2.1481254,2.145693,fun,positive,9
250,-0.05220879,-0.076640524,girl,positive,9
251,-0.70730925,-0.75371516,believe,positive,9
252,-0.9579715,-0.932608,making,positive,9
253,-0.90310055,-0.86203635,woman,positive,9
254,1.4854221,1.4547282,shows,positive,9
255,-0.08772209,-0.14649302,having,positive,9
256,1.7476145,1.7730417,especially,positive,9
257,1.2269686,1.206162,our,positive,9
258,-1.2370915,-1.239571,trying,positive,9
259,0.70635664,0.70090216,although,positive,9
260,-0.2879908,-0.25086117,hard,positive,9
261,0.7923174,0.88571405,course,positive,9
262,-0.27205396,-0.26008084,put,positive,9
263,-0.43846622,-0.46423718,comes,positive,9
264,0.712824,0.6968878,day,positive,9
265,0.29164225,0.30262682,everything,positive,9
266,1.810063,1.7694032,dvd,positive,9
267,-0.5396304,-0.5816225,main,positive,9
268,-0.62976265,-0.6716102,maybe,positive,9
269,-0.30715638,-0.297971,goes,positive,9
270,0.7055315,0.7025838,worth,positive,9
271,1.6337051,1.640901,different,positive,9
272,-0.79040956,-0.7938548,looking,positive,9
273,-1.0920644,-0.9962038,wasnt,positive,9
274,0.61889744,0.61293644,once,positive,9
275,0.41303968,0.36246657,ending,positive,9
276,-2.1016386,-2.1083398,looks,positive,9
277,0.00017637674,-0.009172218,watched,positive,9
278,-0.035100207,0.05117668,place,positive,9
279,-0.6636475,-0.5990361,sense,positive,9
280,0.054589994,0.040631615,set,positive,9
281,-1.4236567,-1.4394175,reason,positive,9
282,0.49338266,0.5586679,play,positive,9
283,-1.0886855,-1.1174486,2,positive,9
284,-0.6762407,-0.7077372,book,positive,9
285,-1.3972807,-1.3826618,someone,positive,9
286,-0.39446673,-0.3430817,screen,positive,9
287,-0.20661896,-0.19471861,three,positive,9
288,2.0326025,2.0406299,job,positive,9
289,0.5668255,0.5341604,plays,positive,9
290,-1.0123718,-0.9772256,effects,positive,9
291,0.0015165933,0.0072903004,during,positive,9
292,0.9993687,1.0227488,everyone,positive,9
293,0.79424286,0.76217973,takes,positive,9
294,1.5349345,1.5448164,true,positive,9
295,-2.2076402,-2.1457505,money,positive,9
296,0.50669825,0.5122458,american,positive,9
297,0.9204496,0.8944908,together,positive,9
298,-0.17383072,-0.20430613,said,positive,9
299,0.51777387,0.5601461,10,positive,9
300,-2.1119673,-2.1192355,instead,positive,9
301,-0.91658795,-1.014793,actor,positive,9
302,-0.32079765,-0.35573626,seem,positive,9
303,0.10550012,0.1607644,special,positive,9
304,-0.22181712,-0.24854854,audience,positive,9
305,0.31484395,0.32343575,seeing,positive,9
306,2.1752505,2.1803305,beautiful,positive,9
307,0.6157407,0.60297525,later,positive,9
308,-0.89596695,-0.8416215,left,positive,9
309,0.51129836,0.4590584,himself,positive,9
310,0.4779737,0.41728923,john,positive,9
311,0.000868815,-0.027131949,version,positive,9
312,1.3229096,1.3884587,war,positive,9
313,4.023223,4.0859137,excellent,positive,9
314,-1.5581496,-1.4937621,idea,positive,9
315,0.16066526,0.24398607,night,positive,9
316,-0.20578894,-0.19822691,shot,positive,9
317,-0.73742515,-0.7034807,simply,positive,9
318,-0.04558179,-0.07605225,used,positive,9
319,-0.11243382,-0.08825002,black,positive,9
320,0.25677955,0.21138667,fan,positive,9
321,-1.3966331,-1.4178042,completely,positive,9
322,0.8357768,0.8222179,nice,positive,9
323,0.045065597,0.06130867,house,positive,9
324,0.018748578,-0.011000261,youre,positive,9
325,-0.033363767,-0.05983578,wife,positive,9
326,0.19432658,0.2029351,death,positive,9
327,-3.6273394,-3.6086762,poor,negative,9
328,0.020746285,0.013586741,high,positive,9
329,0.34562168,0.3539541,kids,positive,9
330,-0.75222605,-0.6661652,else,positive,9
331,-0.22814521,-0.24013531,read,positive,9
332,0.4184646,0.3827496,help,positive,9
333,0.36311775,0.41086072,short,positive,9
334,0.48977974,0.48572403,along,positive,9
335,0.08956126,0.11067197,second,positive,9
336,1.5265281,1.5762049,enjoy,positive,9
337,-0.3647882,-0.33075795,try,positive,9
338,0.3012026,0.35315016,friends,positive,9
339,-0.29221874,-0.2543964,use,positive,9
340,1.6971974,1.6665876,classic,positive,9
341,0.06267664,-0.00022177177,star,positive,9
342,-4.113921,-4.174541,boring,negative,9
343,0.119243585,0.05406841,need,positive,9
344,0.20827866,0.17622197,mind,positive,9
345,-0.4196248,-0.33583298,less,positive,9
346,-0.60566837,-0.50946325,given,positive,9
347,0.17545938,0.119938314,home,positive,9
348,0.6176721,0.57285976,until,positive,9
349,-1.2440965,-1.2361546,either,positive,9
350,0.3124791,0.3395119,men,positive,9
351,0.5584744,0.6081554,year,positive,9
352,-0.61622155,-0.5422212,production,positive,9
353,-1.5544382,-1.5033431,half,positive,9
354,1.2264329,1.1587965,truly,positive,9
355,1.7277516,1.7442772,recommend,positive,9
356,-0.61396766,-0.6626977,dead,positive,9
357,-0.5570566,-0.50051224,couple,positive,9
358,1.8417102,1.7509488,performances,positive,9
359,-1.047414,-1.0785999,rest,positive,9
360,0.44499484,0.43003306,hollywood,positive,9
361,-0.5151911,-0.47231552,let,positive,9
362,0.075532585,0.062226355,father,positive,9
363,0.13651058,0.13553496,understand,positive,9
364,-0.2163646,-0.2529596,next,positive,9
365,-1.5944995,-1.5169066,wrong,positive,9
366,-3.2120464,-3.2080243,stupid,negative,9
367,-0.44190437,-0.41085204,start,positive,9
368,1.0058956,0.9771066,remember,positive,9
369,0.3261806,0.30797622,full,positive,9
370,0.19155782,0.12181767,came,positive,9
371,-0.3011892,-0.31949908,line,positive,9
372,0.5392606,0.5068517,keep,positive,9
373,-0.30576795,-0.2399196,tell,positive,9
374,-0.2732985,-0.2899939,perhaps,positive,9
375,-0.09290225,-0.13341533,getting,positive,9
376,1.0457969,1.0550656,others,positive,9
377,-0.7810185,-0.81230706,women,positive,9
378,-4.3920035,-4.368968,terrible,negative,9
379,-1.1347386,-1.1589386,camera,positive,9
380,-4.915171,-4.9968047,awful,negative,9
381,3.6471834,3.661064,wonderful,positive,9
382,-0.8386305,-0.84565496,sex,positive,9
383,0.23065898,0.20855081,school,positive,9
384,-1.2638658,-1.2489192,mean,positive,9
385,0.36271116,0.35518596,moments,positive,9
386,-0.057214092,-0.065817766,itself,positive,9
387,-0.6924423,-0.6620966,name,positive,9
388,-0.16417181,-0.09534297,playing,positive,9
389,2.4758155,2.410681,definitely,positive,9
390,-1.8843651,-1.8612399,couldnt,positive,9
391,-0.4659553,-0.510083,video,positive,9
392,-0.5632001,-0.49842468,budget,positive,9
393,0.86931753,0.90990895,often,positive,9
394,0.8892417,0.8361488,episode,positive,9
395,-0.8470742,-0.8234445,doing,positive,9
396,1.1696856,1.1553634,human,positive,9
397,3.1773796,3.215369,perfect,positive,9
398,1.2760699,1.2832893,gives,positive,9
399,0.0099236695,-0.002742046,person,positive,9
400,0.7821201,0.70986533,small,positive,9
401,0.42663223,0.4316703,early,positive,9
402,-0.50884116,-0.44532904,lines,positive,9
403,0.53569394,0.51180243,finally,positive,9
404,-1.4002695,-1.3669125,dialogue,positive,9
405,-0.05410247,0.0008265973,went,positive,9
406,0.65456975,0.60864437,become,positive,9
407,0.75955176,0.777377,top,positive,9
408,1.8971895,1.8820484,liked,positive,9
409,0.88831854,0.8720824,certainly,positive,9
410,-0.30501223,-0.30485243,absolutely,positive,9
411,-1.0587773,-1.0993619,piece,positive,9
412,-0.21068732,-0.20394872,face,positive,9
413,-0.3257225,-0.33244172,case,positive,9
414,0.013627955,-6.0177816e-05,guys,positive,9
415,-0.72057533,-0.7633066,title,positive,9
416,-0.7797088,-0.7681833,sort,positive,9
417,-0.63306373,-0.6474001,entire,positive,9
418,-0.5571005,-0.5026553,head,positive,9
419,0.06446162,0.077077694,stars,positive,9
420,0.65628034,0.64476305,hope,positive,9
421,3.0197124,3.0256238,loved,positive,9
422,0.5179088,0.5214144,several,positive,9
423,-0.109418586,-0.07535905,lost,positive,9
424,-0.47812244,-0.46396688,felt,positive,9
425,0.36586174,0.39802715,overall,positive,9
426,0.8610109,0.8092669,live,positive,9
427,-3.7425737,-3.754757,worse,negative,9
428,-2.8571157,-2.8430429,supposed,negative,9
429,-2.0735562,-2.093618,problem,positive,9
430,-0.07805304,-0.05448051,mother,positive,9
431,0.4135814,0.421821,style,positive,9
432,0.37067214,0.33593702,against,positive,9
433,-5.2911763,-5.2569065,waste,negative,9
434,-0.10781873,-0.12659226,sound,positive,9
435,0.2594699,0.24957171,yes,positive,9
436,-0.01606191,-0.046139024,written,positive,9
437,1.5501169,1.5114193,entertaining,positive,9
438,-1.3398991,-1.2674417,3,positive,9
439,-0.195748,-0.20229924,laugh,positive,9
440,-2.3778737,-2.347958,oh,positive,9
441,0.10717387,0.1697157,mr,positive,9
442,0.23584688,0.20786159,boy,positive,9
443,-0.9251296,-0.95028347,totally,positive,9
444,0.013289278,-0.025920914,friend,positive,9
445,0.2035415,0.18843037,picture,positive,9
446,-1.0717753,-1.1209447,seemed,positive,9
